24,9,23,18,41,21,7,11,35,17,29,20,27,12,34
49,5,47,35,19,46,15,26,45,39,2,41,7,40,34
29,23,39,49,11,38,3,1,2,48,21,9,33,8,32
24,4,42,45,48,49,38,31,7,30,37,34,8,35,33
40,19,15,31,48,38,5,49,4,30,29,18,9,37,44
44,19,9,36,27,3,14,41,32,33,34,13,17,45,25
35,9,45,2,6,38,25,36,18,43,26,22,49,48,31
19,31,12,16,3,27,18,14,47,49,39,42,8,11,17
20,13,33,1,49,11,46,34,18,32,42,15,25,47,5
21,14,11,1,15,37,31,49,41,42,32,5,12,25,40
17,10,15,26,14,12,37,23,28,25,13,38,40,43,11
15,38,2,48,8,30,32,18,47,42,44,45,3,41,27
22,39,10,42,8,33,21,28,31,46,23,24,17,44,12
23,4,44,12,33,27,26,11,6,39,9,37,2,20,25
6,3,15,45,9,48,18,10,2,36,1,25,16,31,30
36,30,3,10,9,44,32,2,28,49,15,18,37,25,43
43,33,25,48,11,2,26,15,13,17,31,3,5,8,37
41,46,35,26,23,19,36,43,31,48,18,34,28,42,6
4,23,42,26,21,27,43,2,46,34,18,39,28,8,24
49,17,5,35,39,15,7,34,25,3,41,26,37,33,1
1,48,33,3,7,12,6,45,22,21,13,39,8,36,15
12,41,4,5,25,18,48,42,33,22,44,27,46,36,21
20,25,41,46,48,31,28,17,45,3,32,6,27,11,40
28,4,11,29,40,42,39,26,43,25,21,12,18,33,44
1,25,5,2,32,10,31,33,38,42,35,43,15,41,22
15,7,10,9,5,1,49,38,34,16,3,37,27,44,32
37,5,14,22,18,41,46,31,36,40,27,4,19,32,15
32,20,35,24,23,3,42,28,43,14,33,40,2,37,15
48,24,27,8,26,36,45,33,42,49,47,10,30,19,13
30,4,22,6,31,29,44,33,8,43,35,11,7,1,15
34,13,16,33,38,35,15,27,21,14,22,43,37,39,4
13,26,33,14,49,22,8,27,17,5,18,45,12,4,28
5,39,23,25,11,48,27,36,15,13,7,35,38,8,40
17,44,6,11,20,32,30,9,12,34,23,47,8,5,18
27,46,17,35,37,40,45,15,34,5,11,13,39,29,6
29,7,8,5,35,3,23,2,30,41,22,4,34,10,21
7,6,39,12,18,5,35,43,48,44,45,34,38,40,27
42,44,5,18,7,27,14,38,23,49,33,48,21,25,8
5,30,15,37,49,2,40,32,19,20,25,45,23,27,42
33,11,19,35,12,18,45,27,16,5,1,46,41,32,22
33,47,19,29,22,25,45,30,8,1,43,48,38,23,4
45,40,30,46,36,44,35,13,10,14,9,24,1,21,23
2,43,20,23,28,16,33,34,8,35,39,19,48,22,38
13,28,42,10,49,34,26,21,23,46,20,29,19,6,11
3,48,5,16,8,43,38,13,17,6,21,47,32,46,2
6,14,28,10,34,1,18,27,31,12,39,19,45,15,2
11,36,3,6,34,18,46,24,26,7,14,13,31,22,41
41,29,33,11,4,31,2,46,47,42,45,3,43,35,38
18,45,29,26,14,47,48,37,13,49,38,12,35,1,43
18,26,3,21,30,9,36,37,29,20,5,11,14,19,38
41,27,13,43,32,49,36,35,4,2,21,22,19,1,15
9,39,2,43,45,13,35,3,34,37,46,48,27,5,40
23,34,4,37,49,5,26,45,19,36,40,10,46,6,47
41,29,5,46,16,49,47,45,17,35,22,48,40,11,13
7,13,45,36,32,2,43,41,35,4,33,19,10,1,31
18,33,34,19,17,47,3,45,15,48,37,20,31,41,46
21,13,28,27,30,38,46,48,24,39,1,37,34,9,12
30,37,34,21,9,49,28,29,31,12,42,23,35,20,1
15,43,18,26,22,7,28,17,10,45,37,38,49,29,1
35,6,17,11,38,1,2,33,3,31,20,30,24,36,22
12,49,41,19,2,30,3,44,37,14,35,22,10,11,9
17,22,27,16,35,37,45,13,18,4,14,41,33,48,19
42,40,28,21,16,18,14,46,41,43,48,34,39,29,30
41,45,32,35,46,38,44,13,48,37,49,1,23,21,30
22,3,35,45,29,24,36,37,17,4,26,43,12,20,13
33,45,5,39,28,9,2,18,6,23,47,8,12,44,27
42,15,18,17,39,30,4,27,28,12,34,31,49,13,37
43,46,6,21,23,45,8,38,42,7,37,11,13,35,9
37,33,24,17,13,34,39,21,25,9,45,31,49,14,1
8,32,21,12,38,3,29,40,26,30,20,17,31,46,35
40,15,16,25,18,37,44,19,43,14,47,5,7,20,39
1,9,22,15,42,6,34,5,35,30,41,31,37,2,36
16,38,29,14,13,48,5,39,7,12,4,2,17,24,30
9,21,4,49,23,36,38,37,26,27,48,22,34,31,40
19,49,25,38,17,39,5,3,2,22,42,10,31,28,11
6,38,18,16,9,44,37,33,47,17,45,40,23,26,28
22,8,4,38,21,39,47,42,35,18,31,17,27,37,48
44,10,47,42,3,46,28,24,26,22,20,17,23,21,49
45,29,28,35,11,7,6,18,30,46,14,42,17,38,48
46,30,25,28,7,23,5,3,37,15,4,48,17,38,1
49,14,4,5,2,17,31,21,35,44,27,48,20,23,43
27,18,47,32,43,8,44,16,4,2,19,29,6,1,31
22,8,28,29,31,6,11,17,15,47,46,2,24,12,4
40,49,7,13,4,18,23,17,38,14,16,24,33,9,19
14,30,2,40,27,18,23,3,46,1,24,16,22,38,10
24,11,3,47,35,22,49,25,2,6,21,14,33,43,48
17,20,26,36,43,19,7,34,8,16,41,2,49,5,48
1,40,19,36,49,34,42,23,37,7,6,24,9,39,3
25,35,39,43,49,26,3,14,41,31,18,19,15,32,29
41,39,45,7,37,2,20,34,3,16,26,27,4,30,23
25,43,10,49,36,17,23,30,47,22,35,8,12,37,3
30,45,10,37,24,47,33,22,25,27,12,11,40,35,44
19,1,25,43,24,35,36,34,39,48,9,37,14,33,47
8,43,5,24,6,39,33,29,11,42,40,45,12,38,30
30,17,4,48,33,35,15,12,9,2,24,38,22,29,20
23,44,20,12,9,5,22,2,30,39,6,13,17,7,1
42,39,35,41,4,25,47,13,12,32,17,8,11,21,26
32,18,11,27,30,33,8,47,28,15,25,1,49,38,48
30,33,46,25,6,7,10,48,11,23,24,3,35,32,13
32,44,45,39,29,31,17,2,38,24,7,26,15,12,11
6,3,28,27,31,41,12,16,25,24,38,19,14,33,18
28,3,46,4,22,27,26,44,19,15,20,34,5,11,31
28,9,20,43,49,14,41,17,4,24,47,33,23,15,38
38,23,31,49,20,37,24,21,35,25,40,14,44,4,33
6,41,45,24,30,26,18,47,37,49,3,20,40,23,8
7,1,14,37,17,6,18,30,36,8,47,27,48,31,20
48,18,21,15,27,23,17,14,32,2,30,34,9,39,1
13,5,43,19,2,3,41,24,8,30,21,35,7,20,44
43,27,19,13,29,3,32,37,26,40,41,5,44,49,16
27,43,4,33,46,2,40,47,11,23,45,48,42,7,17
30,20,10,14,6,25,29,24,48,5,16,23,41,19,36
9,4,19,43,10,8,31,38,41,32,17,18,49,14,7
38,24,14,31,25,40,35,4,49,32,34,16,6,21,19
4,11,31,42,40,37,49,13,21,20,14,32,36,30,35
6,35,27,43,5,15,14,16,24,40,46,29,30,2,49
11,17,1,10,6,16,27,24,21,3,49,5,18,39,34
47,49,20,8,12,2,23,13,35,14,10,16,17,26,37
34,48,26,21,40,37,28,2,27,44,22,11,14,31,7
4,6,11,7,38,45,23,3,12,8,24,34,1,2,18
49,26,16,43,24,47,10,37,20,11,33,15,17,38,45
18,7,13,40,5,46,15,31,2,42,47,23,33,1,32
9,12,2,25,47,35,48,5,18,28,20,38,45,41,31
17,44,12,48,14,6,24,49,26,34,20,41,31,22,40
11,42,9,4,41,2,5,44,20,47,17,13,39,19,28
45,14,25,17,1,46,49,6,2,34,18,47,33,23,38
3,48,42,47,2,6,5,17,15,33,24,22,10,30,20
13,42,23,35,39,46,29,38,7,34,27,37,48,47,40
49,18,42,48,47,22,13,21,44,45,24,12,35,9,23
2,29,33,4,10,25,15,14,34,37,12,43,41,31,26
13,42,27,1,39,4,44,18,15,32,11,12,26,37,5
14,8,36,39,28,16,44,2,49,46,33,10,21,20,43
21,11,29,44,10,40,5,7,33,49,47,41,2,26,13
24,12,20,11,25,48,36,19,6,23,45,21,44,42,14
12,25,37,35,6,7,45,10,14,44,1,3,5,18,21
36,22,23,16,43,10,11,1,41,13,21,3,46,40,35
15,7,23,48,26,32,40,11,45,17,8,28,4,34,10
25,44,7,26,49,22,35,19,5,37,14,8,34,42,32
8,31,49,46,7,15,36,27,45,10,47,21,11,17,1
28,23,1,35,26,42,32,49,18,14,25,41,21,9,39
26,37,21,28,48,15,47,29,4,12,25,27,8,7,9
46,2,34,25,9,29,4,37,10,36,49,1,7,31,23
26,29,6,46,20,14,16,48,25,35,34,30,9,22,40
4,31,15,46,17,16,34,2,13,1,45,6,49,29,18
42,44,2,12,36,26,13,34,25,18,49,5,15,1,33
8,21,11,46,28,48,3,5,9,10,45,34,1,12,22
3,32,28,16,20,13,42,7,41,46,35,1,44,37,48
19,39,44,16,26,5,3,35,27,6,31,30,7,37,45
21,31,37,44,35,30,26,49,42,40,19,18,45,22,9
15,10,40,37,8,5,48,35,39,12,2,18,7,20,36
11,20,39,1,2,44,18,12,37,29,6,47,26,31,15
1,2,39,36,10,3,45,20,5,7,29,25,38,35,49
26,9,40,31,10,27,7,21,47,29,46,36,16,12,8
29,21,23,25,45,11,9,3,1,35,6,34,5,36,49
38,16,17,41,48,21,37,31,44,36,32,1,14,29,49
25,41,4,5,36,14,16,48,2,22,21,6,39,28,30
27,8,18,1,21,45,47,24,20,29,15,26,11,4,13
35,16,7,32,40,2,11,8,14,49,43,13,20,38,10
27,31,39,17,25,46,22,32,36,28,24,10,41,26,29
11,7,5,32,12,45,24,47,26,22,2,1,30,29,13
25,16,24,39,40,9,18,20,11,12,38,28,47,35,7
14,20,23,1,38,29,9,39,16,49,13,45,21,17,27
49,39,42,9,6,45,43,30,2,12,35,14,29,47,26
11,47,9,16,27,6,29,35,20,15,39,18,5,40,1
2,20,11,4,35,5,33,8,14,6,40,38,24,28,15
45,3,43,35,41,38,12,6,25,42,29,1,32,18,27
41,24,28,49,10,3,38,26,22,44,36,2,9,42,21
47,12,49,4,33,42,27,25,17,6,7,44,37,15,45
20,31,23,27,8,33,35,49,42,13,47,36,9,7,18
38,27,39,35,8,10,25,31,41,48,49,43,15,34,26
34,43,2,22,48,40,33,31,19,7,46,23,4,11,16
29,20,42,47,41,16,3,19,37,4,48,27,43,9,2
9,16,24,49,41,19,10,42,4,6,47,3,43,44,23
14,4,30,9,39,8,38,27,43,6,42,15,7,20,28
29,15,10,22,12,34,17,46,8,28,49,37,2,11,27
17,13,3,27,29,14,25,6,34,46,39,12,7,44,24
5,28,17,48,3,49,21,38,26,31,35,12,42,34,7
46,19,17,29,36,27,11,32,16,43,20,39,24,6,12
10,6,26,36,8,20,31,2,40,17,4,3,29,41,45
13,42,16,36,1,5,37,21,6,19,40,7,23,41,2
18,4,43,27,47,17,44,32,25,12,28,26,38,31,3
24,4,31,17,37,9,29,21,49,28,10,8,48,6,20
41,7,1,31,12,29,15,21,2,28,5,16,36,6,35
17,25,39,42,20,12,43,1,23,46,11,15,45,2,16
16,49,31,37,26,15,8,42,34,1,23,45,41,10,21
31,10,26,4,24,37,21,34,11,40,48,27,38,28,43
18,43,39,17,29,21,33,30,11,16,36,41,7,27,31
10,46,19,21,44,38,8,14,37,9,3,7,39,17,49
36,8,35,45,6,38,28,44,2,1,23,29,39,33,18
4,11,20,29,25,18,12,46,41,9,35,39,49,24,45
2,4,47,11,7,41,5,9,13,23,10,32,25,40,8
5,18,19,16,23,30,31,3,38,13,25,24,10,8,6
23,33,21,34,1,36,6,18,49,12,19,26,44,47,32
10,26,45,7,23,42,40,34,36,30,20,49,29,33,15
29,47,6,20,24,41,37,19,48,14,2,13,36,3,8
35,46,1,5,4,15,43,48,23,25,27,22,29,45,44
45,7,30,29,13,20,43,25,6,41,9,49,27,2,23
9,13,22,35,29,18,10,1,42,24,28,4,32,19,44
6,23,11,18,31,10,21,46,2,36,17,41,38,7,3
34,38,16,46,31,32,7,6,3,2,15,20,14,4,1
45,3,18,35,21,17,37,6,13,41,44,40,11,36,19
26,17,2,13,15,16,12,49,9,46,42,8,44,34,45
13,6,39,44,22,14,17,18,20,25,46,35,1,47,45
42,21,27,48,45,49,47,39,5,26,35,19,44,36,10
21,43,8,10,15,26,45,1,42,19,44,30,39,7,22
31,40,41,37,18,35,36,24,17,38,34,28,14,25,46
35,13,21,43,25,16,2,6,24,7,30,15,4,46,32
9,24,43,34,15,7,29,4,38,22,30,27,19,8,23
30,7,1,13,15,29,32,14,26,10,19,42,39,28,31
19,12,28,14,2,35,43,16,9,23,36,13,45,11,31
33,29,41,40,26,47,19,30,11,10,27,38,25,44,15
46,19,47,30,44,29,41,1,3,14,20,21,34,36,15
14,26,37,33,6,48,41,1,47,5,20,30,17,42,32
28,5,13,2,11,33,18,45,9,38,12,40,19,10,23
16,26,32,42,6,22,5,12,24,48,2,21,34,44,8
20,14,35,36,40,5,32,4,23,12,3,7,26,37,39
37,8,16,15,38,21,2,12,19,28,34,7,29,44,30
48,6,13,3,17,9,23,2,1,36,22,42,24,5,11
7,47,49,27,20,41,31,23,45,39,18,32,15,44,24
31,29,33,24,21,20,26,19,34,14,2,40,13,38,8
1,33,3,38,5,48,18,29,12,22,49,30,8,36,19
18,30,6,48,11,22,14,13,27,2,16,17,47,24,12
35,28,41,48,17,4,10,18,9,30,46,34,40,12,49
45,11,2,14,28,39,44,23,12,43,27,25,26,41,35
31,49,23,32,45,35,38,26,6,3,4,20,48,25,29
9,24,4,13,42,47,34,23,1,5,29,33,30,48,7
12,11,47,49,7,30,34,24,1,28,44,22,17,35,15
38,16,31,23,33,21,48,45,36,27,4,43,40,39,26
49,16,14,27,34,40,28,47,24,22,46,1,41,35,2
16,23,4,24,44,26,39,43,48,13,5,49,9,22,1
25,3,12,27,40,39,22,33,28,14,34,42,44,16,45
8,7,23,39,12,37,19,46,11,36,28,4,40,45,35
25,49,27,8,36,21,39,4,26,48,37,9,19,18,40
18,27,17,39,34,22,40,48,37,7,23,8,29,28,13
32,35,45,20,8,6,3,10,13,11,38,2,22,42,15
5,9,39,3,10,34,24,36,20,38,49,12,31,37,33
25,43,30,27,13,23,46,14,44,36,38,18,9,26,3
18,44,25,36,12,21,42,28,45,40,19,46,14,3,2
40,26,38,1,6,16,22,18,46,23,3,28,35,32,34
44,17,7,46,34,49,43,4,2,36,18,29,23,47,8
7,19,44,46,6,21,41,40,43,9,36,37,13,45,38
14,3,5,25,46,16,35,19,18,9,36,38,11,2,1
32,47,21,36,1,48,30,22,16,27,24,12,29,17,31
17,40,37,31,42,10,45,3,26,28,27,18,22,15,29
34,42,32,7,6,11,19,29,23,21,2,12,39,47,40
17,4,2,19,6,5,39,35,28,47,40,27,23,48,25
32,49,44,48,26,7,42,13,20,21,40,39,35,45,9
3,31,33,44,48,11,45,22,10,36,17,16,6,49,37
39,37,24,28,1,49,38,44,31,19,4,35,5,18,15
27,1,45,8,42,37,29,36,46,18,39,11,30,19,34
16,33,28,32,6,13,37,20,41,22,44,10,23,36,43
40,45,24,21,16,19,20,30,33,10,29,22,11,18,47
2,25,12,26,14,31,5,17,16,38,11,15,29,36,1
10,19,22,45,35,41,15,38,39,5,28,11,33,1,12
18,33,12,37,3,23,28,29,38,20,9,49,44,30,15
25,40,43,44,3,26,41,31,32,2,7,48,27,8,20
14,39,47,9,28,21,34,3,10,12,37,11,40,4,23
21,15,35,3,37,49,1,17,39,11,2,10,36,5,32
6,41,3,17,7,9,15,44,1,2,31,49,21,32,28
9,32,17,36,20,26,28,45,31,19,34,16,49,29,1
33,10,18,2,38,5,4,26,22,14,31,17,27,6,9
15,4,10,5,37,30,29,34,6,35,47,43,13,46,28
45,23,30,16,24,5,7,17,36,42,22,11,29,8,4
17,37,47,13,7,28,29,20,42,16,1,12,27,24,40
42,1,32,29,45,26,24,16,31,17,13,39,49,9,22
18,26,5,24,35,19,47,34,29,43,45,49,21,40,25
2,46,49,35,16,11,44,43,45,23,47,19,17,31,25
4,20,25,28,35,22,32,7,43,8,24,2,36,9,26
35,46,40,37,42,1,19,38,34,5,47,30,16,9,29
30,41,39,7,10,5,2,4,20,23,33,11,49,46,24
48,21,34,20,45,39,49,37,29,35,25,7,16,47,19
44,17,38,3,12,25,13,39,43,14,22,11,40,47,8
45,4,14,9,18,44,36,26,24,46,25,10,29,19,34
22,13,6,44,24,15,19,1,23,35,10,26,25,14,2
15,8,4,46,1,48,24,21,11,16,17,42,7,39,49
29,18,26,39,22,10,41,3,14,33,21,19,37,12,48
24,37,35,12,49,33,5,14,45,26,20,34,46,25,4
38,35,31,34,40,17,27,14,46,36,47,21,32,29,28
47,35,48,12,20,44,13,5,34,18,40,15,22,49,31
11,25,34,44,13,14,43,26,49,48,39,16,46,30,31
3,5,4,11,19,49,37,24,8,26,20,22,17,9,13
41,47,19,43,33,46,25,5,14,6,13,17,30,24,18
10,29,22,47,6,9,2,44,42,30,14,18,39,16,46
47,26,28,30,16,23,19,10,5,35,22,12,18,46,7
48,28,14,13,17,5,8,22,36,19,2,46,21,34,4
42,22,40,7,45,15,18,6,27,25,11,44,35,31,9
18,13,21,32,39,29,20,35,23,22,3,41,44,36,40
5,30,12,4,23,25,11,29,38,9,10,40,27,31,44
43,25,8,14,35,21,27,34,37,1,24,3,2,45,36
9,6,45,49,39,20,14,32,3,37,25,42,15,16,46
24,9,19,13,31,17,45,3,32,2,39,33,48,43,28
14,33,28,8,12,44,29,6,21,25,13,38,19,9,47
11,48,14,43,12,18,19,1,2,6,47,40,22,16,3
31,27,30,48,24,26,36,40,41,22,47,29,5,14,34
14,13,32,39,22,28,34,48,46,49,35,21,8,1,5
14,18,44,46,30,49,5,20,47,8,3,13,7,2,37
38,39,28,49,18,5,30,41,1,20,19,32,13,40,36
48,11,16,24,30,15,38,8,7,42,39,32,10,17,40
25,32,23,19,42,48,15,8,2,12,9,40,4,47,46
41,44,4,8,33,16,11,17,12,15,23,46,30,10,27
40,13,2,26,5,28,32,7,24,44,47,31,17,23,49
15,6,11,37,21,38,43,24,40,25,48,26,33,23,5
8,2,46,24,47,44,15,19,3,5,11,29,16,37,33
1,5,32,46,22,38,24,27,35,8,15,17,43,37,16
2,36,41,46,30,37,19,25,5,33,42,26,13,24,48
3,1,13,45,12,33,9,31,42,48,11,24,14,7,26
8,43,31,28,22,18,16,10,7,24,4,47,33,26,38
7,23,45,39,18,2,5,26,37,31,22,21,9,48,27
34,26,15,32,43,41,7,29,21,37,24,17,31,9,38
42,6,14,44,18,29,7,9,36,40,35,13,33,17,46
23,41,46,39,19,14,2,3,9,5,12,6,8,31,13
2,21,3,15,28,8,13,16,9,20,23,38,6,25,48
41,26,17,21,6,45,16,38,37,22,32,2,44,49,5
5,39,15,11,36,38,4,22,28,33,23,26,2,16,1
49,14,23,48,41,27,19,24,10,38,25,34,33,18,11
28,22,33,48,30,12,47,31,36,29,25,2,37,40,44
36,5,18,27,25,22,28,16,37,15,17,39,44,45,1
40,49,30,20,45,6,7,32,47,35,9,41,39,24,43
40,42,28,29,5,15,34,32,8,46,38,13,43,24,26
3,36,38,41,37,34,42,44,17,16,39,10,35,32,47
12,9,25,35,4,19,16,44,5,29,17,36,10,46,49
28,41,27,35,1,39,13,2,47,8,16,48,17,31,3
29,32,26,9,45,28,41,22,37,47,11,21,5,17,7
19,45,5,16,38,30,13,22,47,26,21,23,15,3,17
26,10,7,27,36,9,3,32,41,22,40,14,31,11,23
5,29,32,18,26,38,8,15,23,11,1,48,49,17,6
36,34,32,29,17,37,45,25,9,3,30,42,11,46,24
49,31,41,36,22,30,47,19,40,7,29,14,18,24,39
45,25,7,49,29,26,44,32,6,13,20,11,35,12,42
46,19,40,29,41,22,13,38,8,39,45,47,48,30,14
43,34,23,25,17,38,6,2,28,47,37,9,48,27,21
39,37,6,49,11,19,40,22,10,33,16,48,20,41,5
28,48,4,20,42,37,24,13,45,6,39,21,44,34,32
14,10,36,18,16,32,23,30,39,21,49,9,44,28,6
14,23,8,6,37,11,47,32,39,44,45,28,10,26,5
3,37,13,44,20,2,24,36,25,49,15,19,33,47,16
35,12,6,37,17,44,40,42,49,19,25,22,11,43,32
47,22,40,21,30,19,27,2,25,31,34,3,16,9,1
13,20,36,30,42,12,11,5,21,24,6,4,17,31,1
26,34,18,42,4,27,14,15,49,39,17,41,19,38,6
39,42,49,34,32,48,3,28,33,31,5,17,44,36,21
16,10,5,3,47,6,7,24,28,34,46,23,19,39,40
3,32,2,22,14,35,33,36,37,41,13,34,49,10,24
33,1,49,21,24,27,40,46,31,38,43,4,30,45,12
9,22,17,29,1,26,24,40,41,4,8,28,32,3,15
1,37,10,33,23,19,42,16,4,46,6,41,35,39,13
7,2,14,44,37,20,4,15,12,9,33,42,38,5,21
5,14,18,23,2,4,34,39,30,21,20,15,16,7,42
41,12,10,24,38,30,25,44,22,36,17,35,2,42,6
46,22,4,6,43,33,3,34,27,30,42,24,26,20,7
47,26,15,38,18,48,8,2,7,17,27,39,49,16,32
33,27,49,29,18,7,38,17,42,1,2,39,8,3,31
46,19,4,3,7,30,27,43,11,6,33,13,20,21,12
4,49,2,16,5,38,35,24,9,43,39,37,8,14,3
44,24,45,49,1,26,43,5,48,13,9,14,23,18,22
31,20,21,26,25,8,42,33,24,30,45,4,11,23,49
30,17,23,34,47,3,6,44,15,16,49,39,21,35,38
8,43,35,45,39,25,28,10,36,14,32,5,13,16,34
35,19,40,22,39,30,44,29,7,41,34,4,31,16,28
25,42,9,10,47,14,49,6,2,13,3,17,38,1,18
21,24,38,34,49,29,30,48,17,31,7,40,14,9,39
46,8,22,7,2,21,5,40,28,18,23,27,48,34,45
8,15,2,32,31,5,28,6,44,13,16,35,11,17,39
12,25,28,40,34,13,49,4,45,41,31,19,36,10,8
14,10,36,7,43,34,2,20,21,42,27,31,22,33,15
7,14,24,18,8,10,20,22,17,44,37,31,36,1,2
33,15,28,29,18,13,41,30,20,35,38,5,9,19,3
48,10,27,13,42,5,29,35,37,30,15,12,14,49,18
35,36,26,1,32,28,8,19,20,7,45,23,14,15,24
9,42,36,38,39,22,13,49,25,16,1,30,27,17,43
36,9,24,27,12,40,31,16,10,7,18,48,22,11,23
5,3,16,41,11,33,27,25,30,24,32,31,4,14,36
48,12,35,3,49,42,25,1,14,38,40,16,17,11,15
20,6,47,1,19,32,10,40,2,17,36,23,41,28,37
5,38,44,46,25,14,17,29,1,6,2,23,11,34,37
2,23,42,4,44,43,6,30,47,38,18,36,25,49,12
33,28,16,6,26,42,44,17,35,10,38,36,47,18,5
46,7,29,22,14,6,31,1,33,28,24,41,4,39,49
23,8,15,12,19,10,40,39,29,22,46,4,24,27,43
7,13,18,43,23,28,42,44,48,35,46,1,8,45,32
30,37,39,23,38,31,41,34,45,48,18,11,24,12,6
