24,38,41,46,10,12,34,45,40
17,7,8,38,47,36,19,42,2
29,42,21,20,44,22,34,48,7
37,11,16,10,9,45,44,20,33
3,26,14,6,22,16,44,20,41
20,23,36,32,46,21,39,27,22
46,21,16,23,25,32,31,41,26
16,3,20,18,34,4,29,27,41
16,6,15,24,44,5,47,3,27
3,17,46,47,13,12,41,6,39
30,1,39,27,42,5,43,19,22
8,13,17,26,31,24,40,16,47
47,11,15,39,12,13,44,1,26
11,20,46,38,24,34,41,5,1
49,30,46,5,6,33,19,43,17
24,5,30,34,14,3,35,48,33
43,1,3,37,45,22,27,32,35
21,12,45,15,5,35,7,32,10
46,4,17,29,21,12,13,11,32
29,27,32,19,40,24,8,12,39
46,28,39,32,8,29,41,9,18
35,42,48,40,7,17,49,22,4
14,22,37,10,17,21,47,35,18
39,19,20,11,43,31,17,16,15
46,39,37,30,44,29,9,45,11
29,19,14,26,15,6,38,12,2
27,31,9,34,24,32,5,12,38
38,45,28,31,37,33,3,18,34
33,10,38,47,22,20,44,26,30
44,9,37,2,27,30,41,13,49
48,29,46,43,45,18,26,39,40
5,41,10,32,12,48,2,15,39
12,47,34,46,38,41,3,16,18
12,16,28,45,46,35,7,4,22
49,7,18,31,30,19,40,20,44
34,22,1,36,32,2,6,10,15
45,3,37,8,42,10,23,38,20
16,39,41,18,36,37,13,49,25
26,1,47,16,38,4,30,31,22
35,6,1,7,40,45,3,25,9
46,36,17,28,9,40,4,10,3
44,41,15,14,37,13,26,19,12
23,21,39,29,12,3,17,47,26
21,13,40,42,30,12,46,25,4
48,26,17,6,7,43,41,25,13
38,20,28,10,44,27,1,41,31
8,30,41,7,49,38,9,1,35
46,28,27,34,40,37,33,15,3
39,43,44,42,26,13,29,38,34
17,20,1,27,23,46,5,25,37
47,12,7,35,22,37,5,34,13
6,43,35,11,27,9,14,25,1
42,48,21,47,1,29,4,44,22
48,19,14,9,43,20,4,6,10
17,1,14,42,40,15,29,21,9
46,24,42,16,3,29,18,35,45
22,45,7,43,47,40,17,3,33
46,48,40,20,22,21,16,29,18
16,25,18,9,34,46,30,26,1
3,46,23,41,13,24,10,9,48
49,13,47,38,22,29,32,25,48
23,12,15,16,36,14,32,29,8
39,12,24,4,22,48,18,2,15
28,11,21,26,40,2,32,22,47
4,25,24,17,21,19,44,14,40
45,5,6,41,28,30,25,38,3
39,21,28,48,37,9,26,3,30
49,18,17,29,21,10,19,25,37
7,10,5,25,24,12,44,31,39
47,15,13,4,19,26,34,18,44
26,13,17,41,48,20,15,31,12
39,29,46,30,32,9,23,35,19
7,36,43,41,27,30,12,42,6
4,20,40,33,12,8,5,29,2
28,25,46,38,17,45,30,48,29
8,42,48,29,45,30,11,15,40
42,45,36,2,1,27,19,5,38
22,48,18,2,10,26,29,7,35
3,11,5,17,37,2,14,43,40
47,40,4,13,28,29,27,6,38
15,46,8,35,26,4,10,17,11
20,49,28,1,37,4,17,3,6
3,20,48,2,38,41,25,11,24
9,44,22,40,2,31,11,48,29
30,49,12,21,15,42,11,37,1
48,30,42,34,33,12,23,13,14
10,13,30,24,43,11,20,25,26
24,47,39,28,23,16,29,19,18
44,38,10,43,33,13,32,9,3
14,6,30,3,13,1,24,9,19
49,34,14,17,9,26,22,37,23
45,20,26,24,32,11,41,14,31
26,15,9,49,24,40,33,4,36
28,1,22,41,33,20,27,2,40
48,24,42,38,17,35,25,9,22
8,7,45,39,16,11,27,29,4
38,17,5,36,16,9,20,4,32
35,3,9,44,49,38,23,13,21
25,21,11,39,28,37,48,44,41
3,15,42,43,45,20,4,47,32
34,1,45,40,32,39,5,37,28
36,22,41,33,32,5,11,1,12
4,27,28,20,39,43,47,18,44
4,8,39,38,48,31,13,40,30
46,33,38,14,24,6,41,18,29
1,22,47,49,28,34,4,16,32
30,26,16,9,41,48,5,40,24
49,34,36,31,19,44,18,22,16
9,10,19,24,23,18,3,41,7
19,45,5,7,47,24,2,30,11
16,43,15,45,5,18,44,36,9
30,49,21,43,42,45,35,1,23
39,44,34,20,29,16,40,41,23
35,27,4,24,19,44,16,31,6
4,43,33,42,35,17,39,25,49
27,16,11,1,9,43,5,8,32
33,43,14,46,44,35,48,49,40
17,23,22,7,15,5,20,34,46
21,32,48,15,39,49,19,18,16
3,19,22,6,4,40,29,27,49
31,49,5,34,42,6,23,25,17
27,15,41,1,24,26,3,39,23
3,38,15,29,5,32,30,1,19
33,45,16,10,7,1,40,28,22
24,13,25,1,29,21,44,27,19
31,1,6,10,33,7,39,24,49
39,7,10,32,25,8,44,2,47
26,17,8,36,24,28,4,34,7
39,5,48,6,1,47,10,45,8
37,11,45,23,35,8,3,12,6
45,41,48,23,49,27,13,39,22
34,48,24,12,46,14,27,30,35
49,27,5,38,17,21,29,47,19
31,39,5,33,35,12,25,6,3
33,46,20,45,9,34,22,23,44
27,29,48,6,1,39,34,11,2
18,39,25,4,46,11,15,23,17
48,46,6,9,49,40,10,13,20
27,44,6,20,36,37,39,33,46
34,12,11,29,23,45,43,1,15
46,3,19,17,28,2,7,43,12
37,29,16,3,19,40,22,31,9
25,15,11,20,45,42,43,17,32
20,11,28,15,35,38,27,41,8
25,38,8,4,23,28,2,31,14
9,28,47,16,40,13,21,10,49
8,11,48,15,10,34,6,32,28
1,34,42,41,26,7,39,36,9
26,13,19,22,4,35,27,33,15
7,9,25,12,5,39,4,47,35
2,29,8,45,49,21,46,33,20
29,34,15,19,20,4,18,23,16
43,26,47,44,13,20,27,29,7
2,21,29,40,13,30,16,15,26
44,17,24,21,37,11,2,47,26
15,25,32,4,22,18,30,26,10
45,9,3,15,43,33,49,5,21
21,2,4,14,10,31,42,25,44
34,27,38,11,30,37,18,15,8
47,42,22,31,25,13,40,1,26
49,41,21,12,14,29,17,45,30
20,28,41,39,32,44,22,35,30
27,43,19,26,22,36,47,46,21
19,20,27,26,1,11,18,45,2
2,44,14,17,28,13,39,9,4
29,22,13,16,37,6,40,26,9
15,18,43,44,16,7,26,11,10
34,33,3,49,7,42,23,37,1
33,46,23,8,11,17,3,49,30
24,49,5,19,21,16,18,46,12
30,35,6,31,9,39,40,23,2
37,26,45,33,6,10,43,21,1
44,4,45,10,21,39,8,27,46
24,34,23,14,42,39,2,45,10
38,16,17,40,28,9,14,8,21
48,7,42,24,41,10,6,8,25
39,2,48,17,8,43,1,21,32
35,26,2,24,5,28,31,9,14
17,32,25,44,27,45,18,1,11
43,23,33,27,41,8,13,46,37
3,2,24,48,22,40,7,32,37
8,9,1,21,30,32,23,12,46
9,40,43,28,30,22,34,24,5
33,32,21,42,38,6,43,26,8
12,40,13,35,7,36,31,41,30
35,24,39,40,2,34,28,27,23
20,37,21,16,1,30,17,48,39
18,26,24,20,31,46,7,8,36
48,45,38,20,4,47,21,7,46
31,33,30,6,5,45,4,9,13
9,26,20,32,30,33,14,21,42
1,49,44,34,48,46,6,19,2
22,33,7,10,17,4,14,24,5
24,48,2,25,5,8,23,49,10
21,12,8,11,4,7,10,41,38
24,27,13,1,7,34,3,14,35
40,29,1,20,13,46,32,14,45
20,2,10,44,30,6,14,26,5
23,46,2,26,7,32,3,35,42
11,40,23,30,13,39,21,27,28
11,24,23,1,42,16,4,38,3
47,20,33,43,27,2,31,28,14
30,49,35,14,39,42,22,43,24
37,10,1,30,43,21,45,39,34
4,34,24,42,46,11,21,45,15
19,30,18,31,35,8,1,5,3
41,21,7,40,6,17,48,22,3
20,17,45,30,34,38,48,9,19
43,12,21,29,34,15,3,42,19
23,21,28,47,24,39,13,19,9
20,8,31,3,36,37,7,43,26
16,26,22,7,30,25,15,2,36
28,7,39,29,48,6,43,49,18
23,13,30,49,46,20,25,22,40
43,27,3,28,30,20,4,26,16
25,18,48,36,20,32,41,47,46
23,35,11,18,12,21,43,14,34
27,37,34,49,48,16,26,25,36
18,2,44,31,47,30,16,19,10
20,4,39,37,17,35,31,27,28
49,30,34,22,24,38,19,48,6
13,34,39,45,8,7,11,25,22
37,35,24,27,19,28,20,3,5
2,31,15,6,46,3,45,48,26
27,21,4,34,39,29,41,37,10
37,1,20,29,40,15,43,27,13
37,19,40,33,17,44,30,2,24
27,45,22,11,7,29,49,46,5
45,22,41,5,47,10,26,48,12
23,22,4,14,30,15,25,39,18
21,13,24,19,6,28,41,30,14
10,1,21,40,29,17,24,48,33
11,26,9,40,48,31,46,33,49
21,19,28,31,35,38,49,6,24
36,20,14,47,39,9,16,4,10
47,12,21,8,19,42,39,23,3
9,13,1,26,21,48,47,3,49
38,12,47,13,27,46,34,10,24
12,7,38,32,24,47,26,40,37
17,23,43,15,25,46,21,14,19
45,16,29,30,2,34,22,40,25
31,48,2,7,5,37,1,28,24
4,28,1,39,17,41,44,14,43
2,44,34,28,13,21,40,36,43
19,21,33,12,17,5,7,49,15
4,48,15,10,47,26,46,33,25
18,15,46,42,6,47,21,29,20
16,27,46,49,48,18,34,37,11
8,27,24,34,11,9,30,37,47
8,39,34,36,10,2,20,27,14
41,24,13,7,1,38,22,15,2
48,6,27,16,15,10,13,46,4
37,25,47,43,10,23,17,19,31
26,45,41,33,38,4,42,25,30
3,15,45,32,47,9,11,1,49
45,14,47,24,8,4,17,18,21
17,26,14,32,20,19,10,1,4
43,23,8,36,10,28,16,39,47
44,40,48,31,45,17,47,10,35
38,19,20,1,14,11,35,43,26
1,38,2,39,45,20,21,23,5
38,22,20,13,44,7,24,42,1
24,20,33,11,36,12,38,22,45
12,11,49,4,46,43,27,1,25
47,4,7,2,27,42,24,48,32
49,48,36,16,2,4,22,47,45
7,22,31,35,48,13,24,26,34
10,44,4,49,41,39,35,18,25
33,15,41,8,31,24,2,11,47
7,33,14,47,1,38,41,42,21
49,47,10,24,28,46,41,19,7
33,18,24,21,49,6,34,5,27
34,47,26,12,11,29,17,4,13
15,9,33,20,32,21,41,17,22
49,48,4,34,26,5,21,10,15
38,13,34,29,23,27,19,18,7
42,39,14,27,46,19,45,30,12
15,37,23,7,11,46,12,30,28
47,30,41,1,26,6,9,32,39
25,35,31,30,45,6,26,16,44
12,28,40,46,33,1,4,39,47
37,2,36,30,27,49,32,48,6
14,19,18,25,47,31,43,24,46
27,38,7,39,20,33,45,12,25
8,17,13,2,1,3,11,21,48
1,31,10,20,39,37,6,23,13
27,3,43,7,8,16,18,36,32
41,37,10,36,14,21,17,34,15
30,40,31,27,3,47,49,36,46
3,32,41,33,6,1,21,14,47
21,25,46,10,30,48,36,16,19
9,26,18,45,16,10,23,34,48
35,6,47,18,41,11,2,45,26
13,8,48,18,25,42,10,20,44
44,39,26,4,9,33,38,35,49
38,3,42,10,12,7,17,39,21
25,4,39,35,9,44,27,21,20
23,17,16,33,10,38,12,28,32
36,2,42,20,17,8,37,19,15
40,8,17,2,9,21,46,44,31
39,34,12,49,18,31,8,25,7
4,33,17,25,21,39,16,1,45
10,49,35,14,5,45,26,43,30
18,39,33,34,13,29,8,24,32
40,27,18,21,4,8,28,11,9
21,35,46,29,15,26,43,19,39
9,4,7,47,26,43,40,24,35
2,21,47,28,3,1,38,31,15
3,43,44,39,21,13,6,15,9
27,35,47,24,42,33,7,3,49
23,9,47,38,30,34,31,25,2
1,24,35,46,44,5,39,2,28
48,32,1,19,25,12,6,15,8
34,48,42,25,43,45,15,20,29
48,9,13,26,21,46,22,17,20
40,43,42,1,28,12,26,4,38
38,24,8,44,19,42,18,23,7
23,18,21,15,4,17,38,47,45
27,21,31,2,17,36,10,49,25
37,43,23,47,35,30,28,46,1
2,13,46,37,41,27,44,1,48
20,19,10,29,9,33,37,16,32
1,44,39,37,33,26,6,47,11
28,23,44,45,11,10,19,47,18
38,36,23,21,2,35,14,28,49
4,22,48,36,27,3,1,39,2
9,16,23,43,25,36,14,34,18
1,26,41,47,30,16,9,27,22
18,8,42,13,10,37,41,22,32
1,18,12,30,9,26,21,46,13
5,12,44,43,27,7,8,33,23
8,41,46,14,17,40,48,15,29
33,15,4,20,39,13,31,34,37
14,49,5,29,37,38,6,22,26
37,17,35,10,1,26,15,47,16
21,25,7,34,29,48,49,32,11
22,13,27,32,26,42,12,16,34
2,5,32,23,3,48,33,22,13
34,16,1,12,30,27,37,13,11
24,25,7,2,42,37,28,8,38
39,10,2,37,40,8,30,19,42
46,47,38,23,21,28,26,9,44
43,42,12,11,7,38,33,39,32
32,49,18,11,39,44,6,2,3
33,40,25,28,32,43,22,24,46
2,13,44,39,27,33,10,28,41
33,17,35,4,10,7,2,40,32
22,41,13,18,14,12,26,47,46
14,4,9,29,43,42,37,5,7
14,38,26,48,42,18,4,20,10
7,28,26,13,6,42,20,30,2
49,45,39,27,35,24,26,13,17
44,49,33,11,23,32,39,2,36
6,21,19,9,43,35,37,47,22
34,26,40,44,45,3,19,14,15
45,4,35,39,13,49,28,18,24
11,19,44,48,1,45,46,40,28
21,17,12,20,22,40,16,11,24
47,32,3,49,11,18,6,25,7
44,7,5,12,46,3,4,22,8
28,15,24,8,48,14,42,2,11
42,17,35,3,45,11,44,29,12
32,34,29,12,23,8,44,42,33
32,6,22,31,23,19,29,12,39
1,24,35,25,15,34,4,7,2
1,37,22,4,38,46,9,49,23
10,7,28,46,13,33,22,5,47
25,17,31,24,4,49,16,7,20
43,42,47,24,30,20,48,4,6
3,48,33,4,49,6,35,1,30
41,43,20,45,34,14,28,16,19
9,2,33,35,19,15,49,39,28
10,39,36,7,34,18,1,5,44
41,35,9,11,45,48,34,28,20
36,2,49,33,32,28,31,4,40
9,5,31,34,21,38,7,4,17
9,37,11,38,6,13,47,2,45
40,17,42,10,32,6,23,3,46
38,9,29,42,20,19,46,40,43
37,22,38,6,35,20,4,48,2
8,37,20,19,11,7,21,48,34
40,44,17,15,29,23,46,8,49
11,24,22,47,45,25,42,21,26
37,43,5,45,15,6,28,12,9
32,17,20,33,8,37,35,16,4
9,19,37,38,40,1,41,39,30
4,38,41,48,42,6,46,40,12
23,11,17,7,5,34,2,27,36
30,16,6,26,10,1,44,38,41
17,23,19,35,8,40,5,49,36
35,36,4,1,24,9,14,47,15
12,29,42,13,18,23,28,10,19
49,24,5,13,26,16,32,21,27
46,13,23,6,15,14,32,31,38
33,17,7,5,21,45,19,29,12
32,33,43,19,2,28,21,22,27
8,29,31,43,49,1,21,26,4
19,44,9,49,14,25,39,21,20
22,40,35,16,11,3,5,4,6
33,44,10,17,23,29,42,2,37
29,9,49,22,25,11,27,16,35
31,10,2,23,37,45,25,20,46
3,33,46,48,14,11,44,6,19
12,14,23,36,7,24,27,48,18
46,17,43,3,28,4,48,31,18
26,38,47,32,44,40,1,28,3
37,16,29,13,9,42,20,34,4
43,44,39,45,33,48,12,13,7
49,12,47,30,48,43,41,20,28
36,15,12,31,3,17,21,16,42
40,43,5,18,4,16,12,39,38
14,33,15,5,28,10,36,24,41
36,5,7,3,30,44,27,33,41
8,45,6,20,34,39,32,5,14
26,48,39,42,9,47,49,36,18
46,13,26,41,36,49,39,19,35
7,20,10,37,12,2,44,27,30
9,4,49,27,5,8,47,38,7
9,30,37,11,36,40,19,38,24
1,33,22,17,49,16,27,36,8
6,37,25,48,2,13,28,32,3
47,15,26,19,11,5,9,24,7
21,20,10,45,29,31,7,37,39
3,2,18,49,8,39,35,41,45
13,32,29,9,20,2,41,17,35
29,24,36,28,47,40,41,27,39
18,4,8,48,41,43,47,42,12
15,31,39,30,33,19,43,37,18
3,44,47,46,24,34,13,48,32
12,34,1,29,27,17,19,5,4
33,25,43,46,1,31,28,34,35
49,42,18,35,9,40,1,30,3
49,6,3,48,15,10,41,38,26
46,19,34,9,45,13,20,28,44
40,46,49,30,7,13,42,2,12
15,6,38,33,27,43,36,29,11
13,27,1,28,21,20,5,9,41
6,46,47,23,9,41,38,24,3
49,43,12,27,10,17,38,1,26
13,8,22,5,27,19,18,12,26
46,44,26,28,38,47,1,49,20
40,19,26,24,13,21,11,20,33
49,21,25,1,27,18,10,6,20
30,29,8,17,44,16,36,24,4
2,43,32,49,48,7,3,4,18
34,28,9,20,45,38,5,10,12
20,42,17,21,38,32,11,27,41
42,20,6,7,47,33,18,1,30
44,42,22,14,32,29,19,28,26
25,31,36,5,45,47,7,43,24
47,17,42,19,44,35,9,5,12
2,13,42,19,20,36,15,41,34
46,26,34,17,13,42,48,20,8
18,46,47,41,15,39,22,21,42
9,34,17,16,47,31,45,12,19
43,22,49,7,28,39,42,38,2
11,9,49,30,39,46,27,2,19
5,45,37,19,3,35,21,16,43
9,25,39,37,13,4,6,15,34
3,5,33,9,16,31,37,24,27
24,37,45,5,7,35,2,9,32
43,45,41,6,10,46,47,17,20
42,4,30,23,9,15,43,11,20
4,33,12,27,37,8,16,30,35
41,23,26,49,24,40,12,43,27
22,41,21,37,19,29,2,30,15
37,42,15,7,49,3,34,43,16
20,34,32,30,47,33,2,39,7
13,21,48,34,17,22,44,26,36
20,10,40,30,23,37,7,26,33
39,15,48,2,38,47,14,22,21
11,28,19,26,37,22,20,8,2
25,13,24,15,38,47,30,16,35
44,21,19,31,46,18,48,11,45
32,15,41,22,42,6,16,25,34
14,7,1,5,8,13,29,20,40
35,48,11,44,12,40,15,23,46
19,24,1,49,36,22,3,45,10
25,37,21,36,30,28,27,6,43
35,15,14,17,4,26,8,12,36
15,22,13,29,47,17,37,33,9
27,3,46,22,35,7,28,40,13
2,47,35,30,27,21,11,49,1
32,14,25,10,5,18,15,20,49
20,48,33,2,12,39,31,43,1
37,47,46,15,3,21,12,17,48
38,35,3,26,5,33,13,48,37
15,22,10,37,45,47,14,36,1
15,19,16,31,43,7,6,5,32
1,32,37,39,14,9,19,21,5
4,30,19,45,22,17,14,1,25
30,19,4,43,14,17,15,18,40
38,37,7,13,39,9,45,4,23
20,46,37,6,4,10,42,40,49
31,23,4,45,12,41,15,13,8
3,42,12,27,2,23,11,16,44
20,21,26,29,12,27,7,2,4
25,9,10,32,13,8,24,41,30
3,19,47,39,28,25,43,12,23
40,7,37,25,28,34,19,26,47
44,49,11,38,35,7,42,34,30
22,8,38,18,27,31,29,45,30
3,1,11,21,49,30,23,19,43
30,39,34,44,26,7,9,47,6
47,12,34,38,24,2,42,28,5
29,46,7,15,12,3,38,10,18
46,1,35,28,30,44,32,23,24
7,40,8,49,39,2,26,25,6
28,2,29,27,1,38,49,43,8
37,43,1,15,22,24,26,36,12
23,33,13,10,18,11,39,19,40
39,34,24,10,26,25,46,47,48
22,35,17,41,46,2,24,6,44
30,4,48,40,41,2,20,43,12
2,25,24,27,15,34,48,33,7
39,30,28,43,33,18,7,10,16
28,18,13,1,21,4,41,20,17
46,11,22,3,35,6,9,18,20
6,25,35,32,43,2,19,33,7
44,10,22,43,34,4,30,37,47
43,15,45,37,18,25,20,24,1
10,35,32,17,36,27,21,18,19
48,38,45,18,27,29,26,24,37
27,28,9,10,32,7,37,21,1
7,26,38,43,8,2,34,35,44
15,40,16,46,20,36,33,21,29
29,42,31,17,30,11,48,46,44
26,4,7,29,43,37,19,49,42
16,44,13,39,25,21,34,33,18
15,25,5,36,9,26,4,10,8
45,7,34,8,10,26,21,28,43
46,38,1,19,7,14,35,42,39
20,31,40,46,25,22,18,28,36
18,44,43,1,2,30,29,9,48
11,34,37,38,3,26,36,33,24
2,23,46,29,13,18,48,43,40
33,38,20,11,1,26,41,39,10
47,18,21,44,36,45,38,16,1
8,1,13,25,43,45,37,26,38
43,46,34,10,48,4,45,23,37
43,6,32,20,49,37,33,42,22
18,29,32,36,41,22,45,30,44
1,20,28,3,8,35,10,22,48
1,40,33,14,12,39,16,28,9
48,31,35,41,5,24,47,36,12
23,13,17,20,9,10,5,19,40
31,39,6,32,19,7,47,22,9
34,3,14,19,7,40,26,5,8
43,33,48,40,2,20,19,39,30
49,32,25,37,33,40,21,16,2
46,21,5,35,11,13,15,28,10
45,41,48,7,32,46,35,27,8
2,1,20,49,32,38,25,17,35
2,26,36,27,38,15,24,28,3
33,6,23,22,5,32,41,46,29
47,33,39,18,10,42,36,41,30
36,32,13,27,40,16,37,11,43
48,32,44,41,9,6,12,47,5
33,23,39,31,35,41,37,16,9
16,27,25,33,18,41,38,36,10
9,15,3,30,27,46,25,41,42
35,2,29,39,32,9,22,37,27
35,14,23,8,25,4,49,44,47
46,9,16,25,17,35,18,37,11
14,31,20,12,19,18,11,30,15
7,31,3,42,33,29,40,2,25
1,39,40,29,42,13,21,5,34
11,26,7,25,4,36,24,46,15
3,33,6,38,32,39,16,31,45
1,32,33,35,42,30,3,27,6
7,10,22,45,28,11,19,43,1
12,7,14,33,30,21,40,27,4
5,35,34,40,15,17,36,9,7
48,26,22,5,23,44,8,30,14
11,7,29,21,19,4,38,9,17
2,10,15,30,4,14,27,17,5
40,10,3,24,5,35,20,13,36
44,16,40,6,36,49,3,7,33
46,24,31,34,17,35,19,6,10
32,39,44,19,15,14,38,22,25
44,14,33,30,45,10,2,3,21
29,24,27,12,20,6,46,9,19
39,10,19,29,1,41,11,30,18
15,16,40,10,12,5,8,33,29
36,11,28,21,18,16,22,10,17
2,43,18,48,5,30,47,39,9
8,43,15,10,30,44,17,25,3
36,13,1,17,49,19,28,23,25
12,45,11,2,21,34,41,5,46
4,47,26,42,3,27,2,17,37
22,43,6,33,12,30,7,9,49
45,5,48,37,12,3,1,49,43
35,43,44,36,3,1,33,9,24
16,35,19,6,20,37,25,39,22
29,28,11,7,46,49,24,33,30
10,19,45,3,38,30,48,15,21
33,23,15,3,42,36,30,5,8
40,31,30,39,29,38,15,44,23
1,34,5,2,44,30,39,38,41
10,48,6,2,18,3,21,29,22
33,20,14,36,49,17,28,29,26
19,20,7,11,29,17,35,38,26
41,47,32,20,44,7,21,27,34
48,26,18,49,44,21,29,46,15
42,35,27,9,40,16,19,3,34
20,5,44,7,29,34,40,35,49
14,27,33,37,39,46,21,34,1
38,19,31,6,44,15,45,34,25
3,22,43,44,24,45,12,17,29
49,32,37,29,9,26,10,35,1
48,21,23,13,19,45,36,32,30
18,9,23,17,45,30,32,16,7
49,30,21,25,5,40,41,36,42
11,25,17,9,38,23,19,45,41
6,12,1,40,10,17,48,25,4
33,1,24,35,25,12,49,17,6
19,7,2,21,9,14,34,36,25
11,44,24,10,45,38,15,1,49
6,46,49,17,18,9,21,32,12
8,43,20,23,29,6,44,10,34
46,18,37,30,6,19,2,28,4
36,19,31,10,6,44,14,23,8
41,17,47,12,22,7,9,19,21
35,34,25,2,39,27,29,42,48
16,44,20,38,10,12,2,29,19
38,40,29,10,46,28,16,32,37
37,28,27,2,14,38,31,43,24
44,13,35,22,48,19,27,32,4
38,19,40,8,10,32,14,4,13
49,38,2,36,40,35,18,39,8
9,33,17,11,49,44,19,14,10
31,8,38,9,2,32,30,47,39
24,29,22,4,31,15,25,2,38
33,9,47,46,37,34,1,3,41
7,42,41,35,49,13,38,39,5
47,33,42,46,34,35,36,3,30
37,40,17,48,12,20,31,21,25
9,7,31,17,30,3,24,43,5
19,20,7,33,28,40,21,4,42
48,17,11,2,33,45,3,18,40
29,7,11,18,36,23,5,40,27
8,20,19,6,33,31,39,28,32
46,12,30,42,31,23,7,33,11
7,36,19,42,11,21,10,47,43
